StockCode,TotalRevenue,TotalQuantity,PurchaseFrequency,UniqueCustomers,ReturnRate,SalesRevenue,ReturnLoss,NetRevenue,Cluster,Category,Insight
23422,407.68,196,31,29,0,407.68,0,407.68,0,Low Demand,✅ Profitable Product
23423,738.75,197,54,47,3,757.5,-18.75,738.75,0,Low Demand,✅ Profitable Product
23424,1981.8,412,104,87,1,1986.75,-4.95,1981.8,0,Low Demand,✅ Profitable Product
23425,418,230,38,35,3,435.43,-17.43,418,0,Low Demand,✅ Profitable Product
23426,3175.22,1226,172,126,1,3192.56,-17.34,3175.22,0,Low Demand,✅ Profitable Product
23427,2625.5,226,108,87,2,2648.4,-22.9,2625.5,0,Low Demand,✅ Profitable Product
23428,543.2,68,27,25,1,559.5,-16.3,543.2,0,Low Demand,✅ Profitable Product
23429,358.6,44,20,19,0,358.6,0,358.6,0,Low Demand,✅ Profitable Product
23430,285.25,35,17,16,0,285.25,0,285.25,0,Low Demand,✅ Profitable Product
23431,1104,1416,70,63,3,1117.28,-13.28,1104,0,Low Demand,✅ Profitable Product
23432,1046.86,1274,70,65,0,1046.86,0,1046.86,0,Low Demand,✅ Profitable Product
23433,964.16,1168,85,76,3,1003.17,-39.01,964.16,0,Low Demand,✅ Profitable Product
23434,1624.5,1782,135,129,1,1632.4,-7.9,1624.5,0,Low Demand,✅ Profitable Product
23435,608.65,679,44,40,0,608.65,0,608.65,0,Low Demand,✅ Profitable Product
23436,2232.9,1914,94,91,2,2251.65,-18.75,2232.9,0,Low Demand,✅ Profitable Product
23437,2299.75,1907,112,108,1,2302.25,-2.5,2299.75,0,Low Demand,✅ Profitable Product
23438,2161,1796,98,88,0,2161,0,2161,0,Low Demand,✅ Profitable Product
23439,7660.2,3762,371,268,0,7660.2,0,7660.2,2,Hidden Loss,✅ Profitable Product
23440,299.36,164,5,5,0,299.36,0,299.36,0,Low Demand,✅ Profitable Product
23441,9.24,22,3,3,0,9.24,0,9.24,0,Low Demand,📉 Low Performance
23442,87.36,42,7,7,0,87.36,0,87.36,0,Low Demand,📉 Low Performance
23444,1185,78,80,63,1,1200,-15,1185,0,Low Demand,✅ Profitable Product
23445,2131.01,2647,95,81,1,2147.61,-16.6,2131.01,0,Low Demand,✅ Profitable Product
23446,230.25,157,3,3,0,230.25,0,230.25,0,Low Demand,✅ Profitable Product
23447,231.9,158,4,4,0,231.9,0,231.9,0,Low Demand,✅ Profitable Product
23448,41.25,25,3,3,0,41.25,0,41.25,0,Low Demand,📉 Low Performance
23449,15,12,1,1,0,15,0,15,0,Low Demand,📉 Low Performance
23451,520.95,269,44,38,0,520.95,0,520.95,0,Low Demand,✅ Profitable Product
23452,988.95,509,82,69,1,990.9,-1.95,988.95,0,Low Demand,✅ Profitable Product
23453,627.45,323,46,40,0,627.45,0,627.45,0,Low Demand,✅ Profitable Product
23454,671,164,47,41,1,679.3,-8.3,671,0,Low Demand,✅ Profitable Product
23455,566.54,206,34,32,0,566.54,0,566.54,0,Low Demand,✅ Profitable Product
23456,625.8,156,37,33,1,634.1,-8.3,625.8,0,Low Demand,✅ Profitable Product
23457,503.55,105,29,27,0,503.55,0,503.55,0,Low Demand,✅ Profitable Product
23458,687.7,46,34,30,4,762.45,-74.75,687.7,0,Low Demand,✅ Profitable Product
23459,375,30,21,19,2,412.5,-37.5,375,0,Low Demand,✅ Profitable Product
23460,957.33,103,47,41,4,1007.08,-49.75,957.33,0,Low Demand,✅ Profitable Product
23461,2933.45,835,84,75,1,2950.05,-16.6,2933.45,0,Low Demand,✅ Profitable Product
23462,1132.05,59,56,43,12,1482.15,-350.1,1132.05,0,Low Demand,⚠️ High Return Risk
23463,119.4,12,7,7,0,119.4,0,119.4,0,Low Demand,📉 Low Performance
23464,79.2,16,6,6,0,79.2,0,79.2,0,Low Demand,📉 Low Performance
23465,231,28,15,15,0,231,0,231,0,Low Demand,✅ Profitable Product
23466,390,48,22,20,1,398.25,-8.25,390,0,Low Demand,✅ Profitable Product
23467,75.67,23,5,5,0,75.67,0,75.67,0,Low Demand,📉 Low Performance
23468,156.75,19,11,11,0,156.75,0,156.75,0,Low Demand,📉 Low Performance
23469,1239.16,316,65,61,2,1255.76,-16.6,1239.16,0,Low Demand,✅ Profitable Product
23470,1252.7,208,83,70,8,1323.4,-70.7,1252.7,0,Low Demand,✅ Profitable Product
23471,605.95,65,26,26,0,605.95,0,605.95,0,Low Demand,✅ Profitable Product
23472,792.85,55,30,29,0,792.85,0,792.85,0,Low Demand,✅ Profitable Product
23473,531.66,666,43,41,0,531.66,0,531.66,0,Low Demand,✅ Profitable Product
23474,246.51,297,27,26,0,246.51,0,246.51,0,Low Demand,✅ Profitable Product
23475,232.4,280,26,25,0,232.4,0,232.4,0,Low Demand,✅ Profitable Product
23476,247.5,198,18,18,0,247.5,0,247.5,0,Low Demand,✅ Profitable Product
23477,106.25,85,8,8,0,106.25,0,106.25,0,Low Demand,📉 Low Performance
23478,307.18,278,10,9,0,307.18,0,307.18,0,Low Demand,✅ Profitable Product
23479,827.5,110,40,35,0,827.5,0,827.5,0,Low Demand,✅ Profitable Product
23480,6057.99,1699,175,143,2,6126.09,-68.1,6057.99,2,Hidden Loss,✅ Profitable Product
23481,266.21,217,27,23,0,266.21,0,266.21,0,Low Demand,✅ Profitable Product
23482,651.15,415,36,32,0,651.15,0,651.15,0,Low Demand,✅ Profitable Product
23483,1530.38,1312,69,57,3,1541.62,-11.24,1530.38,0,Low Demand,✅ Profitable Product
23484,483.66,174,25,25,0,483.66,0,483.66,0,Low Demand,✅ Profitable Product
23485,5311.6,241,93,70,13,5719,-407.4,5311.6,0,Low Demand,✅ Profitable Product
23486,3679.5,254,74,64,6,3879.15,-199.65,3679.5,0,Low Demand,✅ Profitable Product
23487,664.45,69,48,41,6,754,-89.55,664.45,0,Low Demand,✅ Profitable Product
23489,2512.44,876,137,125,0,2512.44,0,2512.44,0,Low Demand,✅ Profitable Product
23490,1976.88,536,96,83,1,1988.13,-11.25,1976.88,0,Low Demand,✅ Profitable Product
23491,1856.25,225,77,64,1,1864.5,-8.25,1856.25,0,Low Demand,✅ Profitable Product
23492,610.5,74,26,24,0,610.5,0,610.5,0,Low Demand,✅ Profitable Product
23493,6736.5,3516,352,282,3,6747.9,-11.4,6736.5,2,Hidden Loss,✅ Profitable Product
23494,3831.95,661,187,145,11,4218.7,-386.75,3831.95,2,Hidden Loss,⚠️ High Return Risk
23495,240,192,24,21,0,240,0,240,0,Low Demand,✅ Profitable Product
23496,110,88,22,21,0,110,0,110,0,Low Demand,📉 Low Performance
23497,3495.7,2502,173,150,1,3513.1,-17.4,3495.7,2,Hidden Loss,✅ Profitable Product
23498,2205.95,1591,86,77,0,2205.95,0,2205.95,0,Low Demand,✅ Profitable Product
23499,523.74,1247,93,86,0,523.74,0,523.74,0,Low Demand,✅ Profitable Product
23500,1935.05,1585,84,76,0,1935.05,0,1935.05,0,Low Demand,✅ Profitable Product
23501,2105.8,1772,85,77,0,2105.8,0,2105.8,0,Low Demand,✅ Profitable Product
23502,838.98,690,87,80,0,838.98,0,838.98,0,Low Demand,✅ Profitable Product
23503,4244.21,3433,329,284,2,4246.71,-2.5,4244.21,2,Hidden Loss,✅ Profitable Product
23504,2082.48,1668,190,164,0,2082.48,0,2082.48,2,Hidden Loss,✅ Profitable Product
23505,1247.25,1065,104,93,0,1247.25,0,1247.25,0,Low Demand,✅ Profitable Product
23506,1116.36,2718,127,114,0,1116.36,0,1116.36,0,Low Demand,✅ Profitable Product
23507,1129.02,2841,101,91,0,1129.02,0,1129.02,0,Low Demand,✅ Profitable Product
23508,1013.88,2474,107,95,1,1014.72,-0.84,1013.88,0,Low Demand,✅ Profitable Product
23509,434.46,1043,54,51,0,434.46,0,434.46,0,Low Demand,✅ Profitable Product
23510,902.16,2298,95,90,0,902.16,0,902.16,0,Low Demand,✅ Profitable Product
23511,1040.18,521,86,83,1,1050.58,-10.4,1040.18,0,Low Demand,✅ Profitable Product
23512,923.54,485,49,46,0,923.54,0,923.54,0,Low Demand,✅ Profitable Product
23513,1060.48,550,63,59,1,1072.96,-12.48,1060.48,0,Low Demand,✅ Profitable Product
23514,896.66,452,63,57,1,909.14,-12.48,896.66,0,Low Demand,✅ Profitable Product
23515,1075.38,558,59,58,0,1075.38,0,1075.38,0,Low Demand,✅ Profitable Product
23516,1028.76,292,40,39,0,1028.76,0,1028.76,0,Low Demand,✅ Profitable Product
23517,860.88,312,51,50,0,860.88,0,860.88,0,Low Demand,✅ Profitable Product
23518,940.48,352,42,40,1,957.82,-17.34,940.48,0,Low Demand,✅ Profitable Product
23519,755.01,219,19,18,0,755.01,0,755.01,0,Low Demand,✅ Profitable Product
23520,589.38,166,30,30,0,589.38,0,589.38,0,Low Demand,✅ Profitable Product
23521,648.62,388,22,21,0,648.62,0,648.62,0,Low Demand,✅ Profitable Product
23522,652.17,341,21,20,0,652.17,0,652.17,0,Low Demand,✅ Profitable Product
23523,1128.93,351,39,35,1,1151.43,-22.5,1128.93,0,Low Demand,✅ Profitable Product
23524,1419.48,459,52,42,1,1441.98,-22.5,1419.48,0,Low Demand,✅ Profitable Product
23525,1759.14,562,45,38,1,1781.64,-22.5,1759.14,0,Low Demand,✅ Profitable Product
23526,4251.62,866,93,79,2,4346.82,-95.2,4251.62,0,Low Demand,✅ Profitable Product
23527,1372.47,409,45,40,2,1398.72,-26.25,1372.47,0,Low Demand,✅ Profitable Product
23528,1381.38,462,34,30,0,1381.38,0,1381.38,0,Low Demand,✅ Profitable Product
23529,1952.31,629,30,26,0,1952.31,0,1952.31,0,Low Demand,✅ Profitable Product
23530,4270.95,1043,74,60,0,4270.95,0,4270.95,0,Low Demand,✅ Profitable Product
23531,5340.21,963,97,77,0,5340.21,0,5340.21,0,Low Demand,✅ Profitable Product
23532,853.47,205,26,23,0,853.47,0,853.47,0,Low Demand,✅ Profitable Product
23533,936.34,210,31,27,0,936.34,0,936.34,0,Low Demand,✅ Profitable Product
23534,6285.18,1200,195,159,2,6326.83,-41.65,6285.18,2,Hidden Loss,✅ Profitable Product
23535,5922.41,1127,163,135,1,5928.36,-5.95,5922.41,2,Hidden Loss,✅ Profitable Product
23536,3250.23,609,75,68,1,3274.03,-23.8,3250.23,0,Low Demand,✅ Profitable Product
23537,446.7,98,21,20,0,446.7,0,446.7,0,Low Demand,✅ Profitable Product
23538,1278.87,327,27,25,0,1278.87,0,1278.87,0,Low Demand,✅ Profitable Product
23539,1129.71,237,35,32,0,1129.71,0,1129.71,0,Low Demand,✅ Profitable Product
23540,890.54,146,10,9,0,890.54,0,890.54,0,Low Demand,✅ Profitable Product
23541,6138.19,827,121,97,1,6154.69,-16.5,6138.19,0,Low Demand,✅ Profitable Product
23542,3393.98,478,73,55,3,3442.68,-48.7,3393.98,0,Low Demand,✅ Profitable Product
23543,6877.72,1228,94,81,0,6877.72,0,6877.72,0,Low Demand,✅ Profitable Product
23544,1007.53,163,21,17,1,1015.78,-8.25,1007.53,0,Low Demand,✅ Profitable Product
23545,1023.5,2475,83,76,0,1023.5,0,1023.5,0,Low Demand,✅ Profitable Product
23546,1375.5,3275,120,106,0,1375.5,0,1375.5,0,Low Demand,✅ Profitable Product
23547,661.5,1575,62,57,0,661.5,0,661.5,0,Low Demand,✅ Profitable Product
23548,451.5,1075,43,42,0,451.5,0,451.5,0,Low Demand,✅ Profitable Product
23549,546,1300,51,46,0,546,0,546,0,Low Demand,✅ Profitable Product
23550,761,1850,63,60,0,761,0,761,0,Low Demand,✅ Profitable Product
23551,630.63,1617,95,88,0,630.63,0,630.63,0,Low Demand,✅ Profitable Product
23552,3338.8,1731,103,93,0,3338.8,0,3338.8,0,Low Demand,✅ Profitable Product
23553,6257.35,558,62,50,0,6257.35,0,6257.35,0,Low Demand,✅ Profitable Product
23554,4755.65,421,54,49,0,4755.65,0,4755.65,0,Low Demand,✅ Profitable Product
23555,4768.15,422,48,45,0,4768.15,0,4768.15,0,Low Demand,✅ Profitable Product
23556,4937.05,437,53,46,1,4949.55,-12.5,4937.05,0,Low Demand,✅ Profitable Product
23557,3867.85,347,29,25,0,3867.85,0,3867.85,0,Low Demand,✅ Profitable Product
23558,4641.7,413,47,43,0,4641.7,0,4641.7,0,Low Demand,✅ Profitable Product
23559,1135.52,566,75,69,0,1135.52,0,1135.52,0,Low Demand,✅ Profitable Product
23560,449.96,164,20,20,0,449.96,0,449.96,0,Low Demand,✅ Profitable Product
23561,458.63,167,13,13,0,458.63,0,458.63,0,Low Demand,✅ Profitable Product
23562,684.05,245,37,37,0,684.05,0,684.05,0,Low Demand,✅ Profitable Product
23564,703.51,587,42,39,0,703.51,0,703.51,0,Low Demand,✅ Profitable Product
23565,428.75,343,33,28,2,435,-6.25,428.75,0,Low Demand,✅ Profitable Product
23566,917.02,782,47,44,1,922.02,-5,917.02,0,Low Demand,✅ Profitable Product
23567,232.5,186,19,15,1,233.75,-1.25,232.5,0,Low Demand,✅ Profitable Product
23568,663.27,579,29,24,1,664.52,-1.25,663.27,0,Low Demand,✅ Profitable Product
23569,4522.05,931,175,152,1,4531.95,-9.9,4522.05,2,Hidden Loss,✅ Profitable Product
23570,2307.5,1846,231,203,0,2307.5,0,2307.5,2,Hidden Loss,✅ Profitable Product
23571,3330.6,2036,216,195,0,3330.6,0,3330.6,2,Hidden Loss,✅ Profitable Product
23574,90,12,16,9,2,105,-15,90,0,Low Demand,📉 Low Performance
23575,305.4,164,22,22,0,305.4,0,305.4,0,Low Demand,✅ Profitable Product
23576,346.35,185,29,28,0,346.35,0,346.35,0,Low Demand,✅ Profitable Product
23578,109.2,56,11,11,0,109.2,0,109.2,0,Low Demand,📉 Low Performance
23579,280.05,151,24,22,0,280.05,0,280.05,0,Low Demand,✅ Profitable Product
23580,216.45,111,21,20,0,216.45,0,216.45,0,Low Demand,✅ Profitable Product
23581,8304.48,4251,306,230,4,8529.24,-224.76,8304.48,2,Hidden Loss,✅ Profitable Product
23582,8312.58,4326,237,186,3,8535.26,-222.68,8312.58,2,Hidden Loss,✅ Profitable Product
23583,5251.25,3305,299,233,1,5267.75,-16.5,5251.25,2,Hidden Loss,✅ Profitable Product
23597,649.9,242,29,28,1,667.6,-17.7,649.9,0,Low Demand,✅ Profitable Product
23598,1177.95,421,42,40,0,1177.95,0,1177.95,0,Low Demand,✅ Profitable Product
23630,0,0,2,1,1,2.99,-2.99,0,0,Low Demand,📉 Low Performance
23660,457.05,277,35,30,4,483.45,-26.4,457.05,0,Low Demand,✅ Profitable Product
23661,303.6,184,27,23,4,336.6,-33,303.6,0,Low Demand,✅ Profitable Product
23664,1.65,1,1,1,0,1.65,0,1.65,0,Low Demand,📉 Low Performance
23681,2434.2,1548,118,105,0,2434.2,0,2434.2,0,Low Demand,✅ Profitable Product
23691,481.5,1175,38,36,0,481.5,0,481.5,0,Low Demand,✅ Profitable Product
23692,21,50,2,2,0,21,0,21,0,Low Demand,📉 Low Performance
23694,141.84,348,24,23,0,141.84,0,141.84,0,Low Demand,📉 Low Performance
23695,296.7,727,44,41,0,296.7,0,296.7,0,Low Demand,✅ Profitable Product
23697,179.64,438,26,26,0,179.64,0,179.64,0,Low Demand,📉 Low Performance
23702,27,4,3,3,0,27,0,27,0,Low Demand,📉 Low Performance
23843,0,0,2,1,1,168469.6,-168469.6,0,0,Low Demand,📉 Low Performance
35001G,510.83,157,24,23,0,510.83,0,510.83,0,Low Demand,✅ Profitable Product
35001W,266.53,91,6,5,1,270.02,-3.49,266.53,0,Low Demand,✅ Profitable Product
35004B,2114.35,445,55,32,9,2251.15,-136.8,2114.35,0,Low Demand,✅ Profitable Product
35004C,1712.05,357,46,28,8,1882.65,-170.6,1712.05,0,Low Demand,✅ Profitable Product
35004G,444.4,124,21,17,1,448.3,-3.9,444.4,0,Low Demand,✅ Profitable Product
35004P,5.45,1,1,1,0,5.45,0,5.45,0,Low Demand,📉 Low Performance
35095A,293.82,811,34,29,0,293.82,0,293.82,0,Low Demand,✅ Profitable Product
35095B,277.44,772,41,36,0,277.44,0,277.44,0,Low Demand,✅ Profitable Product
35241,413.95,89,30,27,0,413.95,0,413.95,0,Low Demand,✅ Profitable Product
35265,50.25,16,11,11,0,50.25,0,50.25,0,Low Demand,📉 Low Performance
35271S,3.61,19,2,2,0,3.61,0,3.61,0,Low Demand,📉 Low Performance
35400,-45.7,-6,13,13,8,89.5,-135.2,-45.7,0,Low Demand,🚨 Loss Making Product
35443,5.95,7,5,5,0,5.95,0,5.95,0,Low Demand,📉 Low Performance
35471D,692.96,1666,139,115,2,695.46,-2.5,692.96,0,Low Demand,✅ Profitable Product
35591T,6.25,5,4,4,0,6.25,0,6.25,0,Low Demand,📉 Low Performance
35597A,1.25,1,1,1,0,1.25,0,1.25,0,Low Demand,📉 Low Performance
35597B,1.25,1,1,1,0,1.25,0,1.25,0,Low Demand,📉 Low Performance
35597D,17.48,46,2,2,0,17.48,0,17.48,0,Low Demand,📉 Low Performance
35598A,26.55,9,2,2,0,26.55,0,26.55,0,Low Demand,📉 Low Performance
35598B,433.7,554,22,20,0,433.7,0,433.7,0,Low Demand,✅ Profitable Product
35598C,5.9,2,2,2,0,5.9,0,5.9,0,Low Demand,📉 Low Performance
35598D,432.57,659,25,24,1,433.22,-0.65,432.57,0,Low Demand,✅ Profitable Product
35599B,503.85,209,23,19,0,503.85,0,503.85,0,Low Demand,✅ Profitable Product
35599D,465.38,186,19,17,0,465.38,0,465.38,0,Low Demand,✅ Profitable Product
35607A,4.56,24,1,1,0,4.56,0,4.56,0,Low Demand,📉 Low Performance
35607B,18.24,96,7,7,0,18.24,0,18.24,0,Low Demand,📉 Low Performance
35610A,10,8,1,1,0,10,0,10,0,Low Demand,📉 Low Performance
35610B,30,24,1,1,0,30,0,30,0,Low Demand,📉 Low Performance
35610C,30,24,1,1,0,30,0,30,0,Low Demand,📉 Low Performance
35637A,363.7,166,24,23,0,363.7,0,363.7,0,Low Demand,✅ Profitable Product
35637C,62.6,28,7,7,0,62.6,0,62.6,0,Low Demand,📉 Low Performance
35638A,82.1,38,5,5,0,82.1,0,82.1,0,Low Demand,📉 Low Performance
35638B,109.2,56,4,4,0,109.2,0,109.2,0,Low Demand,📉 Low Performance
35645,17,4,3,2,0,17,0,17,0,Low Demand,📉 Low Performance
35646,668.88,513,44,32,0,668.88,0,668.88,0,Low Demand,✅ Profitable Product
35647,16.25,13,2,2,0,16.25,0,16.25,0,Low Demand,📉 Low Performance
35648,755.67,789,62,40,2,776.42,-20.75,755.67,0,Low Demand,✅ Profitable Product
35649,51.82,16,6,5,0,51.82,0,51.82,0,Low Demand,📉 Low Performance
35650,4.95,1,1,1,0,4.95,0,4.95,0,Low Demand,📉 Low Performance
35651,537.3,318,34,29,1,557.1,-19.8,537.3,0,Low Demand,✅ Profitable Product
35653,138.65,47,17,11,0,138.65,0,138.65,0,Low Demand,📉 Low Performance
35809A,374.94,389,40,37,0,374.94,0,374.94,0,Low Demand,✅ Profitable Product
35809B,9.18,8,3,3,0,9.18,0,9.18,0,Low Demand,📉 Low Performance
35810A,546.21,603,52,46,0,546.21,0,546.21,0,Low Demand,✅ Profitable Product
35810B,144.24,134,23,18,2,155.03,-10.79,144.24,0,Low Demand,📉 Low Performance
35815P,63.28,162,5,5,0,63.28,0,63.28,0,Low Demand,📉 Low Performance
35816P,29.64,78,2,2,0,29.64,0,29.64,0,Low Demand,📉 Low Performance
35817P,19.86,18,2,2,0,19.86,0,19.86,0,Low Demand,📉 Low Performance
35818B,11.78,31,3,3,0,11.78,0,11.78,0,Low Demand,📉 Low Performance
35818P,100.32,264,17,15,0,100.32,0,100.32,0,Low Demand,📉 Low Performance
35819B,101.84,268,22,19,0,101.84,0,101.84,0,Low Demand,📉 Low Performance
35819P,66.55,95,7,7,0,66.55,0,66.55,0,Low Demand,📉 Low Performance
35832,-2.95,-1,1,1,1,0,-2.95,-2.95,0,Low Demand,🚨 Loss Making Product
35833P,46.25,37,11,8,0,46.25,0,46.25,0,Low Demand,📉 Low Performance
35909A,23.6,8,3,3,0,23.6,0,23.6,0,Low Demand,📉 Low Performance
35909B,23.6,8,2,2,0,23.6,0,23.6,0,Low Demand,📉 Low Performance
35910A,39,20,4,4,0,39,0,39,0,Low Demand,📉 Low Performance
35910B,25.35,13,3,3,0,25.35,0,25.35,0,Low Demand,📉 Low Performance
35911A,194.15,205,25,23,0,194.15,0,194.15,0,Low Demand,📉 Low Performance
35911B,35.7,17,4,4,0,35.7,0,35.7,0,Low Demand,📉 Low Performance
35912B,283.89,249,18,15,0,283.89,0,283.89,0,Low Demand,✅ Profitable Product
35913B,29.75,35,9,8,0,29.75,0,29.75,0,Low Demand,📉 Low Performance
35914,163.1,136,18,16,0,163.1,0,163.1,0,Low Demand,📉 Low Performance
35915B,150.15,91,14,14,0,150.15,0,150.15,0,Low Demand,📉 Low Performance
35915C,80.85,49,8,8,0,80.85,0,80.85,0,Low Demand,📉 Low Performance
35916A,17,20,3,3,0,17,0,17,0,Low Demand,📉 Low Performance
35916B,5.1,6,1,1,0,5.1,0,5.1,0,Low Demand,📉 Low Performance
35916C,45.9,54,5,5,0,45.9,0,45.9,0,Low Demand,📉 Low Performance
35920,83.75,67,11,11,0,83.75,0,83.75,0,Low Demand,📉 Low Performance
35921,66.25,53,12,10,1,67.5,-1.25,66.25,0,Low Demand,📉 Low Performance
35922,138.6,28,10,10,0,138.6,0,138.6,0,Low Demand,📉 Low Performance
35923,631.32,1264,42,30,1,631.71,-0.39,631.32,0,Low Demand,✅ Profitable Product
35924,959.59,545,36,25,5,1262.1,-302.51,959.59,0,Low Demand,✅ Profitable Product
35933,84.36,222,16,15,0,84.36,0,84.36,0,Low Demand,📉 Low Performance
35953,1252.41,2993,86,81,1,1282.41,-30,1252.41,0,Low Demand,✅ Profitable Product
35954,253.35,1124,32,30,0,253.35,0,253.35,0,Low Demand,✅ Profitable Product
35957,127.8,462,8,7,1,146.04,-18.24,127.8,0,Low Demand,📉 Low Performance
35958,10.2,12,3,3,0,10.2,0,10.2,0,Low Demand,📉 Low Performance
35961,2137.59,2691,154,117,1,2138.44,-0.85,2137.59,0,Low Demand,✅ Profitable Product
35964,246.78,624,37,34,0,246.78,0,246.78,0,Low Demand,✅ Profitable Product
35965,162.91,157,29,22,1,181.87,-18.96,162.91,0,Low Demand,📉 Low Performance
35966,10.26,27,2,2,0,10.26,0,10.26,0,Low Demand,📉 Low Performance
35967,150.54,381,29,24,0,150.54,0,150.54,0,Low Demand,📉 Low Performance
35968,52.76,145,18,14,0,52.76,0,52.76,0,Low Demand,📉 Low Performance
35970,7543.94,4574,345,270,6,7665.11,-121.17,7543.94,2,Hidden Loss,✅ Profitable Product
35971,483.39,406,55,39,2,504.64,-21.25,483.39,0,Low Demand,✅ Profitable Product
35972,120,96,16,14,0,120,0,120,0,Low Demand,📉 Low Performance
37327,546.81,1371,46,36,1,548.37,-1.56,546.81,0,Low Demand,✅ Profitable Product
37330,2.34,6,1,1,0,2.34,0,2.34,0,Low Demand,📉 Low Performance
37333,54.3,14,11,9,0,54.3,0,54.3,0,Low Demand,📉 Low Performance
37340,802.57,2039,65,59,2,803.74,-1.17,802.57,0,Low Demand,✅ Profitable Product
37342,1096.61,1379,66,50,3,1142.29,-45.68,1096.61,0,Low Demand,✅ Profitable Product
37343,89.7,62,8,8,0,89.7,0,89.7,0,Low Demand,📉 Low Performance
37351,1.56,4,1,1,0,1.56,0,1.56,0,Low Demand,📉 Low Performance
37370,2807.28,2485,118,73,5,2835.08,-27.8,2807.28,0,Low Demand,✅ Profitable Product
37379A,7.5,6,1,1,0,7.5,0,7.5,0,Low Demand,📉 Low Performance
37413,283.71,701,79,52,0,283.71,0,283.71,0,Low Demand,✅ Profitable Product
37423,33.18,78,3,3,0,33.18,0,33.18,0,Low Demand,📉 Low Performance
37444A,31.91,49,14,9,0,31.91,0,31.91,0,Low Demand,📉 Low Performance
37444B,11.8,4,3,2,0,11.8,0,11.8,0,Low Demand,📉 Low Performance
37444C,31.23,21,7,5,0,31.23,0,31.23,0,Low Demand,📉 Low Performance
37446,1686.2,1228,160,94,12,1775.05,-88.85,1686.2,2,Hidden Loss,⚠️ High Return Risk
37447,1081,740,82,51,6,1104.89,-23.89,1081,0,Low Demand,✅ Profitable Product
37448,1975.95,1359,166,78,12,2043,-67.05,1975.95,0,Low Demand,⚠️ High Return Risk
37449,4638.08,512,177,109,25,5084.78,-446.7,4638.08,2,Hidden Loss,⚠️ High Return Risk
37450,1744.8,632,110,47,12,1841,-96.2,1744.8,0,Low Demand,⚠️ High Return Risk
